    10123	2018-07-02 07:40:41	1	0	1	0
    10188	2018-07-02 07:40:44	1	0	1	0
      180	2018-07-02 07:40:50	1	0	1	0
    10093	2018-07-02 07:45:14	1	0	1	0
    10107	2018-07-02 07:50:46	1	0	1	0
    10102	2018-07-02 07:50:59	1	0	1	0
      189	2018-07-02 07:56:42	1	0	1	0
    10161	2018-07-02 08:41:44	1	0	1	0
    10166	2018-07-02 08:49:30	1	0	1	0
    10008	2018-07-02 09:03:47	1	0	1	0
    10194	2018-07-02 09:07:18	1	0	1	0
    10194	2018-07-02 09:07:19	1	0	1	0
    10186	2018-07-02 09:14:20	1	0	1	0
    10144	2018-07-02 09:15:12	1	0	1	0
    10100	2018-07-02 09:15:36	1	0	1	0
    10132	2018-07-02 09:16:15	1	0	1	0
    10120	2018-07-02 09:28:49	1	0	1	0
    10152	2018-07-02 11:03:26	1	0	1	0
    10199	2018-07-02 13:53:29	1	0	1	0
    10120	2018-07-02 16:14:11	1	0	1	0
    10161	2018-07-02 16:15:42	1	0	1	0
    10107	2018-07-02 17:26:35	1	0	1	0
    10188	2018-07-02 17:49:43	1	0	1	0
      180	2018-07-02 17:49:59	1	0	1	0
    10093	2018-07-02 17:50:43	1	0	1	0
      189	2018-07-02 17:51:29	1	0	1	0
    10123	2018-07-02 17:51:31	1	0	1	0
    10102	2018-07-02 17:51:39	1	0	1	0
    10132	2018-07-02 18:03:51	1	0	1	0
    10194	2018-07-02 18:05:14	1	0	1	0
    10008	2018-07-02 18:06:27	1	0	1	0
    10166	2018-07-02 18:06:46	1	0	1	0
    10100	2018-07-02 18:27:18	1	0	1	0
    10199	2018-07-02 18:28:38	1	0	1	0
    10186	2018-07-02 18:29:04	1	0	1	0
    10152	2018-07-02 18:32:59	1	0	1	0
    10123	2018-07-03 07:41:32	1	0	1	0
    10188	2018-07-03 07:41:34	1	0	1	0
      180	2018-07-03 07:41:38	1	0	1	0
      189	2018-07-03 07:48:43	1	0	1	0
    10093	2018-07-03 07:50:07	1	0	1	0
    10102	2018-07-03 08:00:12	1	0	1	0
    10161	2018-07-03 08:26:36	1	0	1	0
    10157	2018-07-03 08:48:57	1	0	1	0
    10166	2018-07-03 08:52:34	1	0	1	0
    10199	2018-07-03 08:59:06	1	0	1	0
    10008	2018-07-03 09:01:53	1	0	1	0
    10194	2018-07-03 09:03:58	1	0	1	0
    10132	2018-07-03 09:04:49	1	0	1	0
    10186	2018-07-03 09:07:31	1	0	1	0
    10100	2018-07-03 09:11:13	1	0	1	0
    10144	2018-07-03 09:39:56	1	0	1	0
    10152	2018-07-03 10:02:49	1	0	1	0
    10161	2018-07-03 16:00:01	1	0	1	0
    10157	2018-07-03 16:59:02	1	0	1	0
    10199	2018-07-03 17:02:03	1	0	1	0
      180	2018-07-03 17:50:23	1	0	1	0
    10188	2018-07-03 17:50:25	1	0	1	0
    10093	2018-07-03 17:51:16	1	0	1	0
      189	2018-07-03 17:52:15	1	0	1	0
    10123	2018-07-03 17:52:18	1	0	1	0
    10102	2018-07-03 17:52:25	1	0	1	0
    10194	2018-07-03 18:00:07	1	0	1	0
    10132	2018-07-03 18:03:22	1	0	1	0
    10008	2018-07-03 18:03:26	1	0	1	0
    10166	2018-07-03 18:05:44	1	0	1	0
    10100	2018-07-03 18:15:29	1	0	1	0
    10186	2018-07-03 18:18:34	1	0	1	0
    10152	2018-07-03 18:29:07	1	0	1	0
    10123	2018-07-04 07:44:22	1	0	1	0
    10188	2018-07-04 07:44:26	1	0	1	0
    10107	2018-07-04 07:44:34	1	0	1	0
      180	2018-07-04 07:44:42	1	0	1	0
      189	2018-07-04 07:55:41	1	0	1	0
    10093	2018-07-04 07:58:33	1	0	1	0
